Localização,Inventário,Denominação do Imobilizado,Vida,Valor Aquisição,Valor Contábil,Item Consumível Similar,Percentagem de Similaridade (%),Data Incorporação,Justificativa de Reprova
7.01 BAURU,1173359,MOTOR MB OM 904 LA,12,"R$ 2500,00","R$ 0,00",TUBO FLEXÍVEL MOTOR MB OM 904 LA,56.6%,2016-10-31 00:00:00,AVALIAR: Similaridade moderada (56.6%) com consumível 'TUBO FLEXÍVEL MOTOR MB OM 904 LA...'. Possível reclassificação.
7.01 BAURU,1236506,"STILO SPORTING 1.8 ""CARCAÇA DE VEÍCULO""",10,"R$ 1500,00","R$ 0,00",ANTENA PARA VEÍCULO,29.0%,2020-12-09 00:00:00,MANTER: Similaridade muito baixa (29.0%). Mantém como patrimônio.
7.01 BAURU,1236509,"FIAT 500 LOUNGE 1.4 ""CARCAÇA DE VEÍCULO""",10,"R$ 1500,00","R$ 0,00",FILTRO DE AR MOTOR FIAT 500 1.4 16V,29.0%,2020-12-09 00:00:00,MANTER: Similaridade muito baixa (29.0%). Mantém como patrimônio.
7.01 BAURU,631196,MOTOR 1.6 MPFI CORSA SEDAN GM,12,"R$ 1546,67","R$ 0,00",VARETA DE ÓLEO CORSA SEDAN 1.6 MPFI 97,49.3%,1997-03-31 00:00:00,AVALIAR: Similaridade moderada (49.3%) com consumível 'VARETA DE ÓLEO CORSA SEDAN 1.6 MPFI 97...'. Possível reclassificação.
7.01 BAURU,1210897,KWID / RENAULT,7,"R$ 22410,01","R$ 0,00",TAMPA VÁLVULA RENAULT KWID,47.6%,2018-10-10 00:00:00,AVALIAR: Similaridade moderada (47.6%) com consumível 'TAMPA VÁLVULA RENAULT KWID...'. Possível reclassificação.
7.01 BAURU,1216844,SANDERO PRATA 1.6 FLEX 2012/2013 / RENAULT,7,"R$ 19188,55","R$ 0,00",BOBINA DE IGNIÇÃO RENAULT SANDERO,27.4%,2019-03-31 00:00:00,MANTER: Similaridade muito baixa (27.4%). Mantém como patrimônio.
7.01 BAURU,1216845,DUSTER VERDE AMAZONIE 2011/2012 / RENAULT,7,"R$ 29089,20","R$ 0,00",RETROVISOR ELÉTRIC.LE P/DUCATO 2011/2012,26.2%,2019-03-31 00:00:00,MANTER: Similaridade muito baixa (26.2%). Mantém como patrimônio.
7.01 BAURU,1173350,MOTO YAMAHA XTZ125,7,"R$ 2500,00","R$ 0,00",KIT SUSP.TRAS.MOTO SCOOTER YAMAHA,32.9%,2016-10-31 00:00:00,MANTER: Baixa similaridade (32.9%) com consumível 'KIT SUSP.TRAS.MOTO SCOOTER YAMAHA...'. Provavelmente corretamente classificado.
7.01 BAURU,1173351,MOTO YAMAHA YBR 125,7,"R$ 1900,00","R$ 0,00",KIT REPARO CARBURADOR YBR 125,36.2%,2016-10-31 00:00:00,MANTER: Baixa similaridade (36.2%) com consumível 'KIT REPARO CARBURADOR YBR 125...'. Provavelmente corretamente classificado.
7.01 BAURU,1266612,SCRAP DE MOTOCICLETA XTZ250 TENERE PRETA - YAMAHA,10,"R$ 11547,00","R$ 4426,35",ESCAPAMENTO DA MOTOCICLETA,24.8%,2022-11-23 00:00:00,MANTER: Similaridade muito baixa (24.8%). Mantém como patrimônio.
7.01 BAURU,1266617,SCRAP DE MOTOCICLETA XVS 950A MNDSTAR - YAMAHA,10,"R$ 21688,00","R$ 8313,73",ESCAPAMENTO DA MOTOCICLETA,25.4%,2022-11-23 00:00:00,MANTER: Similaridade muito baixa (25.4%). Mantém como patrimônio.
7.01 BAURU,1266619,SCRAP DE MOTOCICLETA T-MAX BRANCA - YAMAHA,10,"R$ 37447,00","R$ 14354,68",ESCAPAMENTO DA MOTOCICLETA,28.0%,2022-11-23 00:00:00,MANTER: Similaridade muito baixa (28.0%). Mantém como patrimônio.
7.01 BAURU,728800,MOTOR SCANIA  9 LITROS BL 3137223,12,"R$ 5000,00","R$ 0,00",MOTOR A COMBUSTÃO 6HP 5 LITROS,37.8%,2004-10-31 00:00:00,MANTER: Baixa similaridade (37.8%) com consumível 'MOTOR A COMBUSTÃO 6HP 5 LITROS...'. Provavelmente corretamente classificado.
7.90 JAÚ,1279465,VEÍCULO SEDÃ AUTOMÁTICO CORPORATIVO - GJB-3F41,7,"R$ 119700,00","R$ 63840,00",CARIMBO AUTOMÁTICO COMPLETO N.° 30,26.1%,2023-08-17 00:00:00,MANTER: Similaridade muito baixa (26.1%). Mantém como patrimônio.
7.90 JAÚ,1041923,VEÍCULO LIVINA 1.6 SL PRETO - NISSAN,7,"R$ 27035,90","R$ 0,00",WIRE-O 7/16 PRETO A4,29.6%,2012-06-30 00:00:00,MANTER: Similaridade muito baixa (29.6%). Mantém como patrimônio.
7.90 JAÚ,1089096,VEÍCULO NISSAN APRIO BRANCO ( ENSINO ),7,"R$ 10209,92","R$ 0,00",ALAVANCA CAMBIO NISSAN APRIO,35.5%,2014-01-31 00:00:00,MANTER: Baixa similaridade (35.5%) com consumível 'ALAVANCA CAMBIO NISSAN APRIO...'. Provavelmente corretamente classificado.
7.90 JAÚ,1236513,"PUNTO 1.6 16V ""CARCAÇA DE VEÍCULO""",10,"R$ 1500,00","R$ 0,00",ANTENA PARA VEÍCULO,30.5%,2020-12-09 00:00:00,MANTER: Baixa similaridade (30.5%) com consumível 'ANTENA PARA VEÍCULO...'. Provavelmente corretamente classificado.
7.90 JAÚ,1243297,SCRAP DE ECOSPORT SE VERSION - BRANCO,10,"R$ 7160,85","R$ 1312,82",PORTA EQUIPAMENTO BRANCO,29.3%,2021-11-18 00:00:00,MANTER: Similaridade muito baixa (29.3%). Mantém como patrimônio.
7.90 JAÚ,472796,EIXO TRASEIRO SANTANA,12,"R$ 182,18","R$ 0,00",EIXO TRASEIRO COM FREIO A TAMBOR,47.2%,1986-12-31 00:00:00,AVALIAR: Similaridade moderada (47.2%) com consumível 'EIXO TRASEIRO COM FREIO A TAMBOR...'. Possível reclassificação.
7.90 JAÚ,491969,MOTOR DIESEL MERCEDES-BENS OM 366,12,"R$ 182,18","R$ 0,00",COMUTADOR DE DIREÇÃO MERCEDES BENS L608,37.5%,1988-06-30 00:00:00,MANTER: Baixa similaridade (37.5%) com consumível 'COMUTADOR DE DIREÇÃO MERCEDES BENS L608...'. Provavelmente corretamente classificado.
7.90 JAÚ,583745,CAIXA DE TRANSFERENCIA MERCEDES,12,"R$ 17,32","R$ 0,00",JOGO DE JUNTA DE CAIXA DE TRANSFERÊNCIA,46.9%,1993-05-31 00:00:00,AVALIAR: Similaridade moderada (46.9%) com consumível 'JOGO DE JUNTA DE CAIXA DE TRANSFERÊNCIA...'. Possível reclassificação.
7.90 JAÚ,583765,CAIXA DE CAMBIO MERCEDES,12,"R$ 14,36","R$ 0,00",JUNTAS P/CAIXA DE CÂMBIO DA KOMBI,45.9%,1993-05-31 00:00:00,AVALIAR: Similaridade moderada (45.9%) com consumível 'JUNTAS P/CAIXA DE CÂMBIO DA KOMBI...'. Possível reclassificação.
7.90 JAÚ,614872,CAIXA MUDANCA 384 260 83 00,12,"R$ 3140,11","R$ 0,00",CAIXA DE MUDANÇA (CÓD INATIVO),39.7%,1995-07-31 00:00:00,MANTER: Baixa similaridade (39.7%) com consumível 'CAIXA DE MUDANÇA (CÓD INATIVO)...'. Provavelmente corretamente classificado.
7.90 JAÚ,631172,MOTOR 1.6 MPFI CORSA SEDAN GM,12,"R$ 1546,67","R$ 0,00",VARETA DE ÓLEO CORSA SEDAN 1.6 MPFI 97,49.3%,1997-03-31 00:00:00,AVALIAR: Similaridade moderada (49.3%) com consumível 'VARETA DE ÓLEO CORSA SEDAN 1.6 MPFI 97...'. Possível reclassificação.
7.90 JAÚ,957741,VEÍCULO STRADA WORK 1.4 FLEX  BRANCO / FIAT,7,"R$ 18619,96","R$ 0,00",FILTRO AR - VEÍCULO STRADA,33.1%,2010-10-31 00:00:00,MANTER: Baixa similaridade (33.1%) com consumível 'FILTRO AR - VEÍCULO STRADA...'. Provavelmente corretamente classificado.
7.91 BOTUCATU,985396,"EMPILHADEIRA 2,5 TON ELETRÔNICA  TOYOTA",20,"R$ 70855,00","R$ 0,00",MICRORUTOR P/EMPILHADEIRA TOYOTA,44.3%,2011-03-31 00:00:00,AVALIAR: Similaridade moderada (44.3%) com consumível 'MICRORUTOR P/EMPILHADEIRA TOYOTA...'. Possível reclassificação.
7.91 BOTUCATU,1207645,VEÍCULO SEDÃ MÉDIO / PEUGEOT CITROEN C4L GGA9539,7,"R$ 81400,00","R$ 0,00",BRONZINA BIELA PEUGEOT/CITROEN,31.3%,2018-06-25 00:00:00,MANTER: Baixa similaridade (31.3%) com consumível 'BRONZINA BIELA PEUGEOT/CITROEN...'. Provavelmente corretamente classificado.
7.91 BOTUCATU,1236515,"UNO 1.4 ""CARCAÇA DE VEÍCULO""",10,"R$ 1500,00","R$ 0,00",ANTENA PARA VEÍCULO,34.8%,2020-12-09 00:00:00,MANTER: Baixa similaridade (34.8%) com consumível 'ANTENA PARA VEÍCULO...'. Provavelmente corretamente classificado.
7.91 BOTUCATU,1243301,SCRAP DE ECOSPORT TITANIUM VERSION - PRETO,10,"R$ 8306,20","R$ 1522,80",BIELETA DA ECOSPORT TITANIUM 2.0 2021,37.9%,2021-11-18 00:00:00,MANTER: Baixa similaridade (37.9%) com consumível 'BIELETA DA ECOSPORT TITANIUM 2.0 2021...'. Provavelmente corretamente classificado.
7.92 LENÇÓIS PAULISTA,1279036,VEÍCULO SEDÃ AUTOMÁTICO CORPORATIVO - DIV-6I51,7,"R$ 119700,00","R$ 63840,00",MOUSE ÓPTICO CORPORATIVO - COM FIO 25/26,26.1%,2023-08-22 00:00:00,MANTER: Similaridade muito baixa (26.1%). Mantém como patrimônio.
7.92 LENÇÓIS PAULISTA,1362208,VEÍCULO INJEÇÃO DIRETA AUTOMÁTICO,7,"R$ 110000,00","R$ 100833,33",PUNÇÃO AUTOMÁTICO 5P,32.1%,2025-07-16 00:00:00,MANTER: Baixa similaridade (32.1%) com consumível 'PUNÇÃO AUTOMÁTICO 5P...'. Provavelmente corretamente classificado.
7.92 LENÇÓIS PAULISTA,1362209,VEÍCULO INJEÇÃO DIRETA AUTOMÁTICO,7,"R$ 110000,00","R$ 100833,33",PUNÇÃO AUTOMÁTICO 5P,32.1%,2025-07-16 00:00:00,MANTER: Baixa similaridade (32.1%) com consumível 'PUNÇÃO AUTOMÁTICO 5P...'. Provavelmente corretamente classificado.
7.92 LENÇÓIS PAULISTA,614794,DIRECAO HIDR. 350 460 01 01 M.B.,12,"R$ 0,02","R$ 0,00",DIREÇÃO HIDRÁULICA,29.0%,1995-07-31 00:00:00,MANTER: Similaridade muito baixa (29.0%). Mantém como patrimônio.
7.92 LENÇÓIS PAULISTA,614845,CAIXA DIRECAO 308 460 00 01 M-B.,12,"R$ 346,14","R$ 0,00",CAIXA DE DIRECAO DA KOMBI,46.2%,1995-07-31 00:00:00,AVALIAR: Similaridade moderada (46.2%) com consumível 'CAIXA DE DIRECAO DA KOMBI...'. Possível reclassificação.
7.92 LENÇÓIS PAULISTA,747128,VEICULO MERCEDES BENZ ACELLO 715C/37,7,"R$ 7000,00","R$ 0,00",PARA-SOL MERCEDES-BENZ ACTROS MP4,34.9%,2006-04-30 00:00:00,MANTER: Baixa similaridade (34.9%) com consumível 'PARA-SOL MERCEDES-BENZ ACTROS MP4...'. Provavelmente corretamente classificado.
7.92 LENÇÓIS PAULISTA,968766,TRATOR CORTADOR DE GRAMA Á GASOLINA/MTD,7,"R$ 5720,00","R$ 0,00",EIXO P/RODA DE CORTADOR DE GRAMA,36.9%,2010-12-27 00:00:00,MANTER: Baixa similaridade (36.9%) com consumível 'EIXO P/RODA DE CORTADOR DE GRAMA...'. Provavelmente corretamente classificado.
7.92 LENÇÓIS PAULISTA,1259658,SCRAP DE SPACEFOX TREND - PRATA,10,"R$ 4000,00","R$ 1266,67",ACETATO DE PRATA,28.7%,2022-07-27 00:00:00,MANTER: Similaridade muito baixa (28.7%). Mantém como patrimônio.
7.92 LENÇÓIS PAULISTA,957737,VEÍCULO FIAT STRADA ADVENTURE 1.8 BRANCO,7,"R$ 25961,55","R$ 0,00",FILTRO AR - VEÍCULO STRADA,36.5%,2010-10-31 00:00:00,MANTER: Baixa similaridade (36.5%) com consumível 'FILTRO AR - VEÍCULO STRADA...'. Provavelmente corretamente classificado.
7.92 LENÇÓIS PAULISTA,1236518,"LINEA 1.9 ""CARCAÇA DE VEÍCULO""",10,"R$ 1500,00","R$ 0,00",FILTRO AR - VEÍCULO LINEA,49.1%,2020-12-09 00:00:00,AVALIAR: Similaridade moderada (49.1%) com consumível 'FILTRO AR - VEÍCULO LINEA...'. Possível reclassificação.
7.92 LENÇÓIS PAULISTA,583750,MOTOR MERCEDES OM 366A,12,"R$ 43,09","R$ 0,00",JOGO ANÉIS PISTÃO MOTOR MERCEDES 366LA,39.0%,1993-05-31 00:00:00,MANTER: Baixa similaridade (39.0%) com consumível 'JOGO ANÉIS PISTÃO MOTOR MERCEDES 366LA...'. Provavelmente corretamente classificado.
7.94 OURINHOS,1361749,VEÍCULO INJEÇÃO DIRETA AUTOMÁTICO,7,"R$ 110000,00","R$ 100833,33",PUNÇÃO AUTOMÁTICO 5P,32.1%,2025-07-10 00:00:00,MANTER: Baixa similaridade (32.1%) com consumível 'PUNÇÃO AUTOMÁTICO 5P...'. Provavelmente corretamente classificado.
7.94 OURINHOS,1236521,"PUNTO ELX 1.4 ""CARCAÇA DE VEÍCULO""",10,"R$ 1500,00","R$ 0,00",ANTENA PARA VEÍCULO,30.5%,2020-12-09 00:00:00,MANTER: Baixa similaridade (30.5%) com consumível 'ANTENA PARA VEÍCULO...'. Provavelmente corretamente classificado.
7.94 OURINHOS,491967,MOTOR DIESEL MERCEDES-BENS OM 366,12,"R$ 182,18","R$ 0,00",COMUTADOR DE DIREÇÃO MERCEDES BENS L608,37.5%,1988-06-30 00:00:00,MANTER: Baixa similaridade (37.5%) com consumível 'COMUTADOR DE DIREÇÃO MERCEDES BENS L608...'. Provavelmente corretamente classificado.
7.94 OURINHOS,524426,CONJ.MOTOR MERCEDES BENZ,12,"R$ 182,18","R$ 0,00",SENSOR DE ROTAÇÃO MOTOR MERCEDES BENZ,56.6%,1990-02-28 00:00:00,AVALIAR: Similaridade moderada (56.6%) com consumível 'SENSOR DE ROTAÇÃO MOTOR MERCEDES BENZ...'. Possível reclassificação.
7.94 OURINHOS,583749,MOTOR MERCEDES OM 366A,12,"R$ 43,09","R$ 0,00",JOGO ANÉIS PISTÃO MOTOR MERCEDES 366LA,39.0%,1993-05-31 00:00:00,MANTER: Baixa similaridade (39.0%) com consumível 'JOGO ANÉIS PISTÃO MOTOR MERCEDES 366LA...'. Provavelmente corretamente classificado.
7.94 OURINHOS,996118,VEÍCULO SIENA ESSENCE 1.6 PRATA/FIAT,7,"R$ 25717,82","R$ 0,00",BOMBA D'ÁGUA FIAT SIENA 1.5 FIASA,29.7%,2011-04-30 00:00:00,MANTER: Similaridade muito baixa (29.7%). Mantém como patrimônio.
7.94 OURINHOS,614849,EIXO TRASEIRO 386 350 37 00 M.B.,12,"R$ 9154,31","R$ 0,00",CALÇO DO EIXO TRASEIRO 1.2MM,39.6%,1995-07-31 00:00:00,MANTER: Baixa similaridade (39.6%) com consumível 'CALÇO DO EIXO TRASEIRO 1.2MM...'. Provavelmente corretamente classificado.
7.94 OURINHOS,662520,MOTOR OM 457 LA MB,12,"R$ 15266,37","R$ 0,00",JOGO DE ANÉIS STD MOTOR OM 457 LA,45.6%,2000-12-31 00:00:00,AVALIAR: Similaridade moderada (45.6%) com consumível 'JOGO DE ANÉIS STD MOTOR OM 457 LA...'. Possível reclassificação.
7.94 OURINHOS,863665,EIXO TRAZEIRO HL2/50DC - 6  - 004059087,12,"R$ 830,00","R$ 0,00",EIXO PARA SERRA CIRCULAR 3/8´´ N°00,24.3%,2008-10-31 00:00:00,MANTER: Similaridade muito baixa (24.3%). Mantém como patrimônio.
7.94 OURINHOS,987218,"EMPILHADEIRA 2,5 TON ELETRÔNICA/TOYOTA",20,"R$ 70855,00","R$ 0,00",MICRORUTOR P/EMPILHADEIRA TOYOTA,44.3%,2011-03-01 00:00:00,AVALIAR: Similaridade moderada (44.3%) com consumível 'MICRORUTOR P/EMPILHADEIRA TOYOTA...'. Possível reclassificação.
8.01 SÃO JOSÉ DO RIO PRETO,1190475,SCANNER AUTOMOTIVO / TECNOMOTOR,12,"R$ 9083,33","R$ 0,00",CAPÔ AUTOMOTIVO,35.2%,2017-10-04 00:00:00,MANTER: Baixa similaridade (35.2%) com consumível 'CAPÔ AUTOMOTIVO...'. Provavelmente corretamente classificado.
8.01 SÃO JOSÉ DO RIO PRETO,1216846,FLUENCE PRETO 1.6 FLEX / RENAULT,7,"R$ 41711,05","R$ 0,00","ELETRODUTO FLEX. PRETO 1.1/2"" SEALTUBO",38.8%,2019-03-31 00:00:00,"MANTER: Baixa similaridade (38.8%) com consumível 'ELETRODUTO FLEX. PRETO 1.1/2"" SEALTUBO...'. Provavelmente corretamente classificado."
8.01 SÃO JOSÉ DO RIO PRETO,1243293,SCRAP DE ECOSPORT FREESTYLE PLUS VERSION - AZUL,10,"R$ 6098,09","R$ 1117,98",MAINCONTROLLER 2 VERSION 4,23.5%,2021-11-18 00:00:00,MANTER: Similaridade muito baixa (23.5%). Mantém como patrimônio.
8.01 SÃO JOSÉ DO RIO PRETO,165239,CAIXA DE CAMBIO EM CORTE,12,"R$ 182,18","R$ 0,00",JUNTAS P/CAIXA DE CÂMBIO DA KOMBI,45.9%,1967-10-31 00:00:00,AVALIAR: Similaridade moderada (45.9%) com consumível 'JUNTAS P/CAIXA DE CÂMBIO DA KOMBI...'. Possível reclassificação.
8.01 SÃO JOSÉ DO RIO PRETO,480281,CONJ. EIXO TRASEIRO COMPL M B,12,"R$ 182,18","R$ 0,00",CALÇO DO EIXO TRASEIRO 1.2MM,43.7%,1987-09-30 00:00:00,AVALIAR: Similaridade moderada (43.7%) com consumível 'CALÇO DO EIXO TRASEIRO 1.2MM...'. Possível reclassificação.
8.01 SÃO JOSÉ DO RIO PRETO,583729,EIXO DIANTEIRO C/FREIO M.B.,12,"R$ 16,09","R$ 0,00",DISCO DE FREIO DIANTEIRO,50.6%,1993-05-31 00:00:00,AVALIAR: Similaridade moderada (50.6%) com consumível 'DISCO DE FREIO DIANTEIRO...'. Possível reclassificação.
8.01 SÃO JOSÉ DO RIO PRETO,631193,MOTOR 1.6 MPFI CORSA SEDAN GM,12,"R$ 1546,67","R$ 0,00",VARETA DE ÓLEO CORSA SEDAN 1.6 MPFI 97,49.3%,1997-03-31 00:00:00,AVALIAR: Similaridade moderada (49.3%) com consumível 'VARETA DE ÓLEO CORSA SEDAN 1.6 MPFI 97...'. Possível reclassificação.
8.01 SÃO JOSÉ DO RIO PRETO,635855,MOTOR F410 ARGENTINA 41004001886,12,"R$ 5156,86","R$ 0,00",MOTOR DE PARTIDA VW 1.8,30.4%,1997-09-30 00:00:00,MANTER: Baixa similaridade (30.4%) com consumível 'MOTOR DE PARTIDA VW 1.8...'. Provavelmente corretamente classificado.
8.01 SÃO JOSÉ DO RIO PRETO,710678,MOTOR VEICULAR,12,"R$ 2149,00","R$ 0,00",MOTOR VANE,43.3%,2003-12-31 00:00:00,AVALIAR: Similaridade moderada (43.3%) com consumível 'MOTOR VANE...'. Possível reclassificação.
8.01 SÃO JOSÉ DO RIO PRETO,729624,SUPORTE GIRATORIO UNIVERSAL P/MOTORES,12,"R$ 975,00","R$ 0,00",SUPORTE UNIVERSAL DE PONTAS,48.6%,2004-10-31 00:00:00,AVALIAR: Similaridade moderada (48.6%) com consumível 'SUPORTE UNIVERSAL DE PONTAS...'. Possível reclassificação.
8.01 SÃO JOSÉ DO RIO PRETO,729625,SUPORTE GIRATORIO UNIVERSAL P/MOTORES,12,"R$ 975,00","R$ 0,00",SUPORTE UNIVERSAL DE PONTAS,48.6%,2004-10-31 00:00:00,AVALIAR: Similaridade moderada (48.6%) com consumível 'SUPORTE UNIVERSAL DE PONTAS...'. Possível reclassificação.
8.01 SÃO JOSÉ DO RIO PRETO,729626,SUPORTE GIRATORIO UNIVERSAL P/MOTORES,12,"R$ 975,00","R$ 0,00",SUPORTE UNIVERSAL DE PONTAS,48.6%,2004-10-31 00:00:00,AVALIAR: Similaridade moderada (48.6%) com consumível 'SUPORTE UNIVERSAL DE PONTAS...'. Possível reclassificação.
8.01 SÃO JOSÉ DO RIO PRETO,729627,SUPORTE GIRATORIO UNIVERSAL P/MOTORES,12,"R$ 975,00","R$ 0,00",SUPORTE UNIVERSAL DE PONTAS,48.6%,2004-10-31 00:00:00,AVALIAR: Similaridade moderada (48.6%) com consumível 'SUPORTE UNIVERSAL DE PONTAS...'. Possível reclassificação.
8.01 SÃO JOSÉ DO RIO PRETO,729628,SUPORTE GIRATORIO UNIVERSAL P/MOTORES,12,"R$ 975,00","R$ 0,00",SUPORTE UNIVERSAL DE PONTAS,48.6%,2004-10-31 00:00:00,AVALIAR: Similaridade moderada (48.6%) com consumível 'SUPORTE UNIVERSAL DE PONTAS...'. Possível reclassificação.
8.01 SÃO JOSÉ DO RIO PRETO,729629,SUPORTE GIRATORIO UNIVERSAL P/MOTORES,12,"R$ 975,00","R$ 0,00",SUPORTE UNIVERSAL DE PONTAS,48.6%,2004-10-31 00:00:00,AVALIAR: Similaridade moderada (48.6%) com consumível 'SUPORTE UNIVERSAL DE PONTAS...'. Possível reclassificação.
8.01 SÃO JOSÉ DO RIO PRETO,729630,SUPORTE GIRATORIO UNIVERSAL P/MOTORES,12,"R$ 975,00","R$ 0,00",SUPORTE UNIVERSAL DE PONTAS,48.6%,2004-10-31 00:00:00,AVALIAR: Similaridade moderada (48.6%) com consumível 'SUPORTE UNIVERSAL DE PONTAS...'. Possível reclassificação.
8.01 SÃO JOSÉ DO RIO PRETO,729631,SUPORTE GIRATORIO UNIVERSAL P/MOTORES,12,"R$ 975,00","R$ 0,00",SUPORTE UNIVERSAL DE PONTAS,48.6%,2004-10-31 00:00:00,AVALIAR: Similaridade moderada (48.6%) com consumível 'SUPORTE UNIVERSAL DE PONTAS...'. Possível reclassificação.
8.01 SÃO JOSÉ DO RIO PRETO,729632,SUPORTE GIRATORIO UNIVERSAL P/MOTORES,12,"R$ 975,00","R$ 0,00",SUPORTE UNIVERSAL DE PONTAS,48.6%,2004-10-31 00:00:00,AVALIAR: Similaridade moderada (48.6%) com consumível 'SUPORTE UNIVERSAL DE PONTAS...'. Possível reclassificação.
8.01 SÃO JOSÉ DO RIO PRETO,729633,SUPORTE GIRATORIO UNIVERSAL P/MOTORES,12,"R$ 975,00","R$ 0,00",SUPORTE UNIVERSAL DE PONTAS,48.6%,2004-10-31 00:00:00,AVALIAR: Similaridade moderada (48.6%) com consumível 'SUPORTE UNIVERSAL DE PONTAS...'. Possível reclassificação.
8.01 SÃO JOSÉ DO RIO PRETO,731060,VEICULO FORD/ECOSPORT 2.0L GASOLINA,7,"R$ 3843,35","R$ 0,00",MÓDULO ABS FORD ECOSPORT GN15,38.7%,2004-11-30 00:00:00,MANTER: Baixa similaridade (38.7%) com consumível 'MÓDULO ABS FORD ECOSPORT GN15...'. Provavelmente corretamente classificado.
8.01 SÃO JOSÉ DO RIO PRETO,742928,MOTOR COMPLETO 37601041020080,12,"R$ 2065,00","R$ 0,00",MOTOR TRACIONADOR COMPLETO,50.3%,2005-11-30 00:00:00,AVALIAR: Similaridade moderada (50.3%) com consumível 'MOTOR TRACIONADOR COMPLETO...'. Possível reclassificação.
8.01 SÃO JOSÉ DO RIO PRETO,742932,EIXO DIANTEIRO VL-4,12,"R$ 600,00","R$ 0,00",AMORTECEDOR DIANTEIRO,41.3%,2005-11-30 00:00:00,AVALIAR: Similaridade moderada (41.3%) com consumível 'AMORTECEDOR DIANTEIRO...'. Possível reclassificação.
8.01 SÃO JOSÉ DO RIO PRETO,944997,VEÍCULO FIAT STRADA ADVENTURE/PROTÓTIPO,7,"R$ 43260,57","R$ 0,00",FILTRO AR - VEÍCULO STRADA,36.7%,2010-05-31 00:00:00,MANTER: Baixa similaridade (36.7%) com consumível 'FILTRO AR - VEÍCULO STRADA...'. Provavelmente corretamente classificado.
8.01 SÃO JOSÉ DO RIO PRETO,956881,VEÍCULO  FIAT SIENA ESSENCE 1.6 BRANCO FLEX,7,"R$ 31612,16","R$ 0,00",GRANITO BRANCO SIENA,30.6%,2010-09-30 00:00:00,MANTER: Baixa similaridade (30.6%) com consumível 'GRANITO BRANCO SIENA...'. Provavelmente corretamente classificado.
8.01 SÃO JOSÉ DO RIO PRETO,1362187,VEÍCULO INJEÇÃO DIRETA AUTOMÁTICO,7,"R$ 110000,00","R$ 100833,33",PUNÇÃO AUTOMÁTICO 5P,32.1%,2025-07-14 00:00:00,MANTER: Baixa similaridade (32.1%) com consumível 'PUNÇÃO AUTOMÁTICO 5P...'. Provavelmente corretamente classificado.
8.01 SÃO JOSÉ DO RIO PRETO,472690,MOTOR SANTANA,12,"R$ 182,18","R$ 0,00",MOTOR VANE,44.2%,1986-12-31 00:00:00,AVALIAR: Similaridade moderada (44.2%) com consumível 'MOTOR VANE...'. Possível reclassificação.
8.01 SÃO JOSÉ DO RIO PRETO,1086370,"EMPILHADEIRA 2,5 TONELADAS / GOODSENSE",20,"R$ 63960,00","R$ 0,00",COOLANT EMPILHADEIRA,30.4%,2013-12-02 00:00:00,MANTER: Baixa similaridade (30.4%) com consumível 'COOLANT EMPILHADEIRA...'. Provavelmente corretamente classificado.
8.01 SÃO JOSÉ DO RIO PRETO,528976,MOTOR DIESEL MERCEDES-BENZ OM-366,12,"R$ 4554,88","R$ 0,00",SENSOR DE ROTAÇÃO MOTOR MERCEDES BENZ,46.3%,1990-08-31 00:00:00,AVALIAR: Similaridade moderada (46.3%) com consumível 'SENSOR DE ROTAÇÃO MOTOR MERCEDES BENZ...'. Possível reclassificação.
8.01 SÃO JOSÉ DO RIO PRETO,583741,CAIXA DE CAMBIO MERCEDES,12,"R$ 14,36","R$ 0,00",JUNTAS P/CAIXA DE CÂMBIO DA KOMBI,45.9%,1993-05-31 00:00:00,AVALIAR: Similaridade moderada (45.9%) com consumível 'JUNTAS P/CAIXA DE CÂMBIO DA KOMBI...'. Possível reclassificação.
8.01 SÃO JOSÉ DO RIO PRETO,583753,CAIXA DE MUDANCA MERCEDES,12,"R$ 18,82","R$ 0,00",CAIXA DE MUDANÇA (CÓD INATIVO),49.5%,1993-05-31 00:00:00,AVALIAR: Similaridade moderada (49.5%) com consumível 'CAIXA DE MUDANÇA (CÓD INATIVO)...'. Possível reclassificação.
8.01 SÃO JOSÉ DO RIO PRETO,583759,MOTOR MERCEDES OM 366A,12,"R$ 43,09","R$ 0,00",JOGO ANÉIS PISTÃO MOTOR MERCEDES 366LA,39.0%,1993-05-31 00:00:00,MANTER: Baixa similaridade (39.0%) com consumível 'JOGO ANÉIS PISTÃO MOTOR MERCEDES 366LA...'. Provavelmente corretamente classificado.
8.01 SÃO JOSÉ DO RIO PRETO,583768,CAIXA DE MUDANCAS MERCEDES,12,"R$ 20,56","R$ 0,00",CAIXA DE MUDANÇAS 5 MARCHAS,59.9%,1993-05-31 00:00:00,AVALIAR: Similaridade moderada (59.9%) com consumível 'CAIXA DE MUDANÇAS 5 MARCHAS...'. Possível reclassificação.
8.01 SÃO JOSÉ DO RIO PRETO,583770,MOTOR OM 355A M.B.,12,"R$ 50,28","R$ 0,00",MOTOR NEMA 17,41.3%,1993-05-31 00:00:00,AVALIAR: Similaridade moderada (41.3%) com consumível 'MOTOR NEMA 17...'. Possível reclassificação.
