Localização,Inventário,Denominação do Imobilizado,Item Consumível Similar,Percentagem de Similaridade (%),Data Incorporação,Justificativa de Reprova
5.10 PIRACICABA,201976,BANCADA MARCENEIRO C ARMARIO DC 559,MORSA P/BANCADA DE MARCENEIRO,44.9%,1970-01-01 00:00:00,AVALIAR: Similaridade moderada (44.9%) com consumível 'MORSA P/BANCADA DE MARCENEIRO...'. Possível reclassificação.
5.10 PIRACICABA,201977,BANCADA MARCENEIRO C ARMARIO DC 559,MORSA P/BANCADA DE MARCENEIRO,44.9%,1970-01-01 00:00:00,AVALIAR: Similaridade moderada (44.9%) com consumível 'MORSA P/BANCADA DE MARCENEIRO...'. Possível reclassificação.
5.10 PIRACICABA,255658,BANCO MARCENEIRO C ARMARIO DC 559,PRATELEIRA DO ARMÁRIO DC-1655,31.0%,1972-01-01 00:00:00,MANTER: Baixa similaridade (31.0%) com consumível 'PRATELEIRA DO ARMÁRIO DC-1655...'. Provavelmente corretamente classificado.
5.10 PIRACICABA,266870,BANCO DE MARCENEIRO DC 559,BANCO DE EMPILHADEIRA,35.4%,1973-06-30 00:00:00,MANTER: Baixa similaridade (35.4%) com consumível 'BANCO DE EMPILHADEIRA...'. Provavelmente corretamente classificado.
5.10 PIRACICABA,266872,BANCO DE MARCENEIRO DC 559,BANCO DE EMPILHADEIRA,35.4%,1973-01-01 00:00:00,MANTER: Baixa similaridade (35.4%) com consumível 'BANCO DE EMPILHADEIRA...'. Provavelmente corretamente classificado.
5.10 PIRACICABA,281564,BANCO DC-559,BANCO EM ARDÓSIA,38.3%,1975-01-01 00:00:00,MANTER: Baixa similaridade (38.3%) com consumível 'BANCO EM ARDÓSIA...'. Provavelmente corretamente classificado.
5.10 PIRACICABA,78714,MESA PARA INSTRUTOR,MESA P/INSTRUTOR DE OFICINA DC-1915,52.8%,1947-01-01 00:00:00,AVALIAR: Similaridade moderada (52.8%) com consumível 'MESA P/INSTRUTOR DE OFICINA DC-1915...'. Possível reclassificação.
5.10 PIRACICABA,78717,BANCADA PARA CARPINTEIRO,LÁPIS P/CARPINTEIRO,44.3%,1948-01-01 00:00:00,AVALIAR: Similaridade moderada (44.3%) com consumível 'LÁPIS P/CARPINTEIRO...'. Possível reclassificação.
5.10 PIRACICABA,78718,BANCADA PARA CARPINTEIRO,LÁPIS P/CARPINTEIRO,44.3%,1947-01-01 00:00:00,AVALIAR: Similaridade moderada (44.3%) com consumível 'LÁPIS P/CARPINTEIRO...'. Possível reclassificação.
5.10 PIRACICABA,78719,BANCADA PARA CARPINTEIRO,LÁPIS P/CARPINTEIRO,44.3%,1947-01-01 00:00:00,AVALIAR: Similaridade moderada (44.3%) com consumível 'LÁPIS P/CARPINTEIRO...'. Possível reclassificação.
5.10 PIRACICABA,78720,BANCADA PARA CARPINTEIRO,LÁPIS P/CARPINTEIRO,44.3%,1947-01-01 00:00:00,AVALIAR: Similaridade moderada (44.3%) com consumível 'LÁPIS P/CARPINTEIRO...'. Possível reclassificação.
5.10 PIRACICABA,78722,BANCADA PARA CARPINTEIRO,LÁPIS P/CARPINTEIRO,44.3%,1947-01-01 00:00:00,AVALIAR: Similaridade moderada (44.3%) com consumível 'LÁPIS P/CARPINTEIRO...'. Possível reclassificação.
5.10 PIRACICABA,78723,BANCADA PARA CARPINTEIRO,LÁPIS P/CARPINTEIRO,44.3%,1947-01-01 00:00:00,AVALIAR: Similaridade moderada (44.3%) com consumível 'LÁPIS P/CARPINTEIRO...'. Possível reclassificação.
5.10 PIRACICABA,78724,BANCADA P/ CARPINTEIRO,LÁPIS P/CARPINTEIRO,45.8%,1955-01-01 00:00:00,AVALIAR: Similaridade moderada (45.8%) com consumível 'LÁPIS P/CARPINTEIRO...'. Possível reclassificação.
5.10 PIRACICABA,79723,ARMARIO BALCAO,BALCÃO DE TRABALHO COM ARMÁRIO,56.2%,1955-01-01 00:00:00,AVALIAR: Similaridade moderada (56.2%) com consumível 'BALCÃO DE TRABALHO COM ARMÁRIO...'. Possível reclassificação.
5.10 PIRACICABA,79725,ARMARIO BALCAO,BALCÃO DE TRABALHO COM ARMÁRIO,56.2%,1955-01-01 00:00:00,AVALIAR: Similaridade moderada (56.2%) com consumível 'BALCÃO DE TRABALHO COM ARMÁRIO...'. Possível reclassificação.
5.10 PIRACICABA,80710,BALCAO PARA GUARDAR FERRAMENTAS,CASE PARA FERRAMENTAS,39.4%,1957-01-01 00:00:00,MANTER: Baixa similaridade (39.4%) com consumível 'CASE PARA FERRAMENTAS...'. Provavelmente corretamente classificado.
5.10 PIRACICABA,80711,BALCAO PARA GUARDAR FERRAMENTAS,CASE PARA FERRAMENTAS,39.4%,1957-01-01 00:00:00,MANTER: Baixa similaridade (39.4%) com consumível 'CASE PARA FERRAMENTAS...'. Provavelmente corretamente classificado.
5.10 PIRACICABA,453334,BANCADA P/MODELADOR DE FUNDICAO DC 1202,BANCADA DE APOIO DC 1960,29.8%,1984-04-30 00:00:00,MANTER: Similaridade muito baixa (29.8%). Mantém como patrimônio.
5.10 PIRACICABA,453335,BANCADA P/MODELADOR DE FUNDICAO DC 1202,BANCADA DE APOIO DC 1960,29.8%,1984-04-30 00:00:00,MANTER: Similaridade muito baixa (29.8%). Mantém como patrimônio.
5.10 PIRACICABA,453336,BANCADA P/MODELADOR DE FUNDICAO DC 1202,BANCADA DE APOIO DC 1960,29.8%,1984-04-30 00:00:00,MANTER: Similaridade muito baixa (29.8%). Mantém como patrimônio.
5.10 PIRACICABA,453337,BANCADA P/MODELADOR DE FUNDICAO DC 1202,BANCADA DE APOIO DC 1960,29.8%,1984-04-30 00:00:00,MANTER: Similaridade muito baixa (29.8%). Mantém como patrimônio.
5.10 PIRACICABA,453338,BANCADA P/MODELADOR DE FUNDICAO DC 1202,BANCADA DE APOIO DC 1960,29.8%,1984-04-30 00:00:00,MANTER: Similaridade muito baixa (29.8%). Mantém como patrimônio.
5.10 PIRACICABA,453339,BANCADA P/MODELADOR DE FUNDICAO DC 1202,BANCADA DE APOIO DC 1960,29.8%,1984-04-30 00:00:00,MANTER: Similaridade muito baixa (29.8%). Mantém como patrimônio.
5.10 PIRACICABA,453340,BANCADA P/MODELADOR DE FUNDICAO DC 1202,BANCADA DE APOIO DC 1960,29.8%,1984-04-30 00:00:00,MANTER: Similaridade muito baixa (29.8%). Mantém como patrimônio.
5.10 PIRACICABA,453341,BANCADA P/MODELADOR DE FUNDICAO DC 1202,BANCADA DE APOIO DC 1960,29.8%,1984-04-30 00:00:00,MANTER: Similaridade muito baixa (29.8%). Mantém como patrimônio.
5.10 PIRACICABA,453342,BANCADA P/MODELADOR DE FUNDICAO DC 1202,BANCADA DE APOIO DC 1960,29.8%,1984-04-30 00:00:00,MANTER: Similaridade muito baixa (29.8%). Mantém como patrimônio.
5.10 PIRACICABA,453343,BANCADA P/MODELADOR DE FUNDICAO DC 1202,BANCADA DE APOIO DC 1960,29.8%,1984-04-30 00:00:00,MANTER: Similaridade muito baixa (29.8%). Mantém como patrimônio.
5.10 PIRACICABA,481632,CAVALETE P/ DESEMPENO DC-847,"CAVALETE DE VIOLINO 4,4",36.7%,1987-11-30 00:00:00,"MANTER: Baixa similaridade (36.7%) com consumível 'CAVALETE DE VIOLINO 4,4...'. Provavelmente corretamente classificado."
5.10 PIRACICABA,610814,BANCADA P/ MODELADOR DE FUNDICAO,BANCADA DE ARDÓSIA M²,34.0%,1995-03-31 00:00:00,MANTER: Baixa similaridade (34.0%) com consumível 'BANCADA DE ARDÓSIA M²...'. Provavelmente corretamente classificado.
5.10 PIRACICABA,610815,BANCADA P/ MODELADOR DE FUNDICAO,BANCADA DE ARDÓSIA M²,34.0%,1995-03-31 00:00:00,MANTER: Baixa similaridade (34.0%) com consumível 'BANCADA DE ARDÓSIA M²...'. Provavelmente corretamente classificado.
5.10 PIRACICABA,345275,BANCO PARA SALA DE DESENHO,MARCADOR P/DESENHO,35.2%,1979-06-30 00:00:00,MANTER: Baixa similaridade (35.2%) com consumível 'MARCADOR P/DESENHO...'. Provavelmente corretamente classificado.
5.10 PIRACICABA,345278,BANCO PARA SALA DE DESENHO,MARCADOR P/DESENHO,35.2%,1979-06-30 00:00:00,MANTER: Baixa similaridade (35.2%) com consumível 'MARCADOR P/DESENHO...'. Provavelmente corretamente classificado.
5.10 PIRACICABA,436061,BANCADA PARA CALDEIREIRO DC-833,BANCADA PARA FERRAMENTEIRO DC-1884,36.2%,1982-10-31 00:00:00,MANTER: Baixa similaridade (36.2%) com consumível 'BANCADA PARA FERRAMENTEIRO DC-1884...'. Provavelmente corretamente classificado.
5.10 PIRACICABA,436062,BANCADA PARA CALDEIREIRO DC-833,BANCADA PARA FERRAMENTEIRO DC-1884,36.2%,1982-10-31 00:00:00,MANTER: Baixa similaridade (36.2%) com consumível 'BANCADA PARA FERRAMENTEIRO DC-1884...'. Provavelmente corretamente classificado.
5.10 PIRACICABA,436064,BANCADA PARA CALDEIREIRO DC-833,BANCADA PARA FERRAMENTEIRO DC-1884,36.2%,1982-10-31 00:00:00,MANTER: Baixa similaridade (36.2%) com consumível 'BANCADA PARA FERRAMENTEIRO DC-1884...'. Provavelmente corretamente classificado.
5.10 PIRACICABA,436065,BANCADA PARA CALDEIREIRO DC-833,BANCADA PARA FERRAMENTEIRO DC-1884,36.2%,1982-10-31 00:00:00,MANTER: Baixa similaridade (36.2%) com consumível 'BANCADA PARA FERRAMENTEIRO DC-1884...'. Provavelmente corretamente classificado.
5.10 PIRACICABA,436066,BANCADA PARA CALDEIREIRO DC-833,BANCADA PARA FERRAMENTEIRO DC-1884,36.2%,1982-10-31 00:00:00,MANTER: Baixa similaridade (36.2%) com consumível 'BANCADA PARA FERRAMENTEIRO DC-1884...'. Provavelmente corretamente classificado.
5.10 PIRACICABA,436067,BANCADA PARA CALDEIREIRO DC-833,BANCADA PARA FERRAMENTEIRO DC-1884,36.2%,1982-10-31 00:00:00,MANTER: Baixa similaridade (36.2%) com consumível 'BANCADA PARA FERRAMENTEIRO DC-1884...'. Provavelmente corretamente classificado.
5.10 PIRACICABA,436068,BANCADA PARA CALDEIREIRO DC-833,BANCADA PARA FERRAMENTEIRO DC-1884,36.2%,1982-10-31 00:00:00,MANTER: Baixa similaridade (36.2%) com consumível 'BANCADA PARA FERRAMENTEIRO DC-1884...'. Provavelmente corretamente classificado.
5.10 PIRACICABA,436069,BANCADA PARA CALDEIREIRO DC-833,BANCADA PARA FERRAMENTEIRO DC-1884,36.2%,1982-10-31 00:00:00,MANTER: Baixa similaridade (36.2%) com consumível 'BANCADA PARA FERRAMENTEIRO DC-1884...'. Provavelmente corretamente classificado.
5.10 PIRACICABA,436070,BANCADA PARA CALDEIREIRO DC-833,BANCADA PARA FERRAMENTEIRO DC-1884,36.2%,1982-10-31 00:00:00,MANTER: Baixa similaridade (36.2%) com consumível 'BANCADA PARA FERRAMENTEIRO DC-1884...'. Provavelmente corretamente classificado.
5.10 PIRACICABA,436071,BANCADA PARA CALDEIREIRO DC-833,BANCADA PARA FERRAMENTEIRO DC-1884,36.2%,1982-10-31 00:00:00,MANTER: Baixa similaridade (36.2%) com consumível 'BANCADA PARA FERRAMENTEIRO DC-1884...'. Provavelmente corretamente classificado.
5.10 PIRACICABA,436072,BANCADA PARA CALDEIREIRO DC-833,BANCADA PARA FERRAMENTEIRO DC-1884,36.2%,1982-10-31 00:00:00,MANTER: Baixa similaridade (36.2%) com consumível 'BANCADA PARA FERRAMENTEIRO DC-1884...'. Provavelmente corretamente classificado.
5.10 PIRACICABA,436073,BANCADA PARA CALDEIREIRO DC-833,BANCADA PARA FERRAMENTEIRO DC-1884,36.2%,1982-10-31 00:00:00,MANTER: Baixa similaridade (36.2%) com consumível 'BANCADA PARA FERRAMENTEIRO DC-1884...'. Provavelmente corretamente classificado.
5.10 PIRACICABA,436074,BANCADA PARA CALDEIREIRO DC-833,BANCADA PARA FERRAMENTEIRO DC-1884,36.2%,1982-10-31 00:00:00,MANTER: Baixa similaridade (36.2%) com consumível 'BANCADA PARA FERRAMENTEIRO DC-1884...'. Provavelmente corretamente classificado.
5.10 PIRACICABA,436075,BANCADA PARA CALDEIREIRO DC-833,BANCADA PARA FERRAMENTEIRO DC-1884,36.2%,1982-10-31 00:00:00,MANTER: Baixa similaridade (36.2%) com consumível 'BANCADA PARA FERRAMENTEIRO DC-1884...'. Provavelmente corretamente classificado.
5.10 PIRACICABA,438809,MESA P/INSTRUTOR DC 865,MESA P/INSTRUTOR DE OFICINA DC-1915,49.7%,1982-08-31 00:00:00,AVALIAR: Similaridade moderada (49.7%) com consumível 'MESA P/INSTRUTOR DE OFICINA DC-1915...'. Possível reclassificação.
5.10 PIRACICABA,433793,BANCADA PARA MACARICO PANTOGRAFICO,MAÇARICO PORTÁTIL,32.8%,1982-05-31 00:00:00,MANTER: Baixa similaridade (32.8%) com consumível 'MAÇARICO PORTÁTIL...'. Provavelmente corretamente classificado.
5.10 PIRACICABA,436052,BANCADA PARA CALDEIREIRO DC-833,BANCADA PARA FERRAMENTEIRO DC-1884,36.2%,1982-10-31 00:00:00,MANTER: Baixa similaridade (36.2%) com consumível 'BANCADA PARA FERRAMENTEIRO DC-1884...'. Provavelmente corretamente classificado.
5.10 PIRACICABA,436053,BANCADA PARA CALDEIREIRO DC-833,BANCADA PARA FERRAMENTEIRO DC-1884,36.2%,1982-10-31 00:00:00,MANTER: Baixa similaridade (36.2%) com consumível 'BANCADA PARA FERRAMENTEIRO DC-1884...'. Provavelmente corretamente classificado.
5.10 PIRACICABA,436054,BANCADA PARA CALDEIREIRO DC-833,BANCADA PARA FERRAMENTEIRO DC-1884,36.2%,1982-10-31 00:00:00,MANTER: Baixa similaridade (36.2%) com consumível 'BANCADA PARA FERRAMENTEIRO DC-1884...'. Provavelmente corretamente classificado.
5.10 PIRACICABA,436056,BANCADA PARA CALDEIREIRO DC-833,BANCADA PARA FERRAMENTEIRO DC-1884,36.2%,1982-10-31 00:00:00,MANTER: Baixa similaridade (36.2%) com consumível 'BANCADA PARA FERRAMENTEIRO DC-1884...'. Provavelmente corretamente classificado.
5.10 PIRACICABA,436057,BANCADA PARA CALDEIREIRO DC-833,BANCADA PARA FERRAMENTEIRO DC-1884,36.2%,1982-10-31 00:00:00,MANTER: Baixa similaridade (36.2%) com consumível 'BANCADA PARA FERRAMENTEIRO DC-1884...'. Provavelmente corretamente classificado.
5.10 PIRACICABA,436063,BANCADA PARA CALDEIREIRO DC-833,BANCADA PARA FERRAMENTEIRO DC-1884,36.2%,1982-10-31 00:00:00,MANTER: Baixa similaridade (36.2%) com consumível 'BANCADA PARA FERRAMENTEIRO DC-1884...'. Provavelmente corretamente classificado.
5.10 PIRACICABA,438808,MESA P/INSTRUTOR DC 865,MESA P/INSTRUTOR DE OFICINA DC-1915,49.7%,1982-08-31 00:00:00,AVALIAR: Similaridade moderada (49.7%) com consumível 'MESA P/INSTRUTOR DE OFICINA DC-1915...'. Possível reclassificação.
5.10 PIRACICABA,443584,ARMARIO P/FERRAMENTA BALCAO 2M DC 810,PORTAS DE ALUMÍNIO P/ARMÁRIO BALCÃO,35.0%,1982-12-31 00:00:00,MANTER: Baixa similaridade (35.0%) com consumível 'PORTAS DE ALUMÍNIO P/ARMÁRIO BALCÃO...'. Provavelmente corretamente classificado.
5.10 PIRACICABA,293782,BANCO P/CARTEIRA DESENHO A-2421,QUADRO GUARDA DESENHO A4,30.2%,1975-01-01 00:00:00,MANTER: Baixa similaridade (30.2%) com consumível 'QUADRO GUARDA DESENHO A4...'. Provavelmente corretamente classificado.
5.10 PIRACICABA,345272,BANCO PARA SALA DE DESENHO,MARCADOR P/DESENHO,35.2%,1979-06-30 00:00:00,MANTER: Baixa similaridade (35.2%) com consumível 'MARCADOR P/DESENHO...'. Provavelmente corretamente classificado.
5.10 PIRACICABA,345281,BANCO PARA SALA DE DESENHO,MARCADOR P/DESENHO,35.2%,1979-06-30 00:00:00,MANTER: Baixa similaridade (35.2%) com consumível 'MARCADOR P/DESENHO...'. Provavelmente corretamente classificado.
5.10 PIRACICABA,431156,BANCO P/CARTEIRA DE DESENHO,CARTEIRA P/OBESO,35.6%,1982-01-31 00:00:00,MANTER: Baixa similaridade (35.6%) com consumível 'CARTEIRA P/OBESO...'. Provavelmente corretamente classificado.
5.10 PIRACICABA,436055,BANCADA PARA CALDEIREIRO DC-833,BANCADA PARA FERRAMENTEIRO DC-1884,36.2%,1982-10-31 00:00:00,MANTER: Baixa similaridade (36.2%) com consumível 'BANCADA PARA FERRAMENTEIRO DC-1884...'. Provavelmente corretamente classificado.
5.10 PIRACICABA,436058,BANCADA PARA CALDEIREIRO DC-833,BANCADA PARA FERRAMENTEIRO DC-1884,36.2%,1982-10-31 00:00:00,MANTER: Baixa similaridade (36.2%) com consumível 'BANCADA PARA FERRAMENTEIRO DC-1884...'. Provavelmente corretamente classificado.
5.10 PIRACICABA,436059,BANCADA PARA CALDEIREIRO DC-833,BANCADA PARA FERRAMENTEIRO DC-1884,36.2%,1982-10-31 00:00:00,MANTER: Baixa similaridade (36.2%) com consumível 'BANCADA PARA FERRAMENTEIRO DC-1884...'. Provavelmente corretamente classificado.
5.10 PIRACICABA,436060,BANCADA PARA CALDEIREIRO DC-833,BANCADA PARA FERRAMENTEIRO DC-1884,36.2%,1982-10-31 00:00:00,MANTER: Baixa similaridade (36.2%) com consumível 'BANCADA PARA FERRAMENTEIRO DC-1884...'. Provavelmente corretamente classificado.
5.10 PIRACICABA,510926,BANCO GIRATORIO REG.DC 1139,PRATO GIRATÓRIO PG1012,31.3%,1989-05-31 00:00:00,MANTER: Baixa similaridade (31.3%) com consumível 'PRATO GIRATÓRIO PG1012...'. Provavelmente corretamente classificado.
5.10 PIRACICABA,582582,BANCO A-2421 P/DESENHO,MARCADOR P/DESENHO,37.0%,1993-03-31 00:00:00,MANTER: Baixa similaridade (37.0%) com consumível 'MARCADOR P/DESENHO...'. Provavelmente corretamente classificado.
5.10 PIRACICABA,582583,BANCO A-2421 P/DESENHO,MARCADOR P/DESENHO,37.0%,1993-03-31 00:00:00,MANTER: Baixa similaridade (37.0%) com consumível 'MARCADOR P/DESENHO...'. Provavelmente corretamente classificado.
5.10 PIRACICABA,582587,BANCO A-2421 P/DESENHO,MARCADOR P/DESENHO,37.0%,1993-03-31 00:00:00,MANTER: Baixa similaridade (37.0%) com consumível 'MARCADOR P/DESENHO...'. Provavelmente corretamente classificado.
5.10 PIRACICABA,582594,BANCO A-2421 P/DESENHO,MARCADOR P/DESENHO,37.0%,1993-03-31 00:00:00,MANTER: Baixa similaridade (37.0%) com consumível 'MARCADOR P/DESENHO...'. Provavelmente corretamente classificado.
5.10 PIRACICABA,223628,CARRINHO DE MANUTENCAO SECURIT,CARRINHO DE MÃO,37.5%,1971-03-31 00:00:00,MANTER: Baixa similaridade (37.5%) com consumível 'CARRINHO DE MÃO...'. Provavelmente corretamente classificado.
5.10 PIRACICABA,502788,MESA P/INSTRUTOR DC-865,MESA P/INSTRUTOR DE OFICINA DC-1915,49.7%,1988-12-31 00:00:00,AVALIAR: Similaridade moderada (49.7%) com consumível 'MESA P/INSTRUTOR DE OFICINA DC-1915...'. Possível reclassificação.
5.10 PIRACICABA,582132,BANCADA P/MAQUINA DE FURAR DC884,ESTRUTURA METÁLICA P/MÁQUINA DE FURAR,42.5%,1993-01-31 00:00:00,AVALIAR: Similaridade moderada (42.5%) com consumível 'ESTRUTURA METÁLICA P/MÁQUINA DE FURAR...'. Possível reclassificação.
5.10 PIRACICABA,639952,ARMARIO FERRAMENTAS TIPO BALCAO 3M DC808,ARMÁRIO P/FERRAMENTAS DC-1674,42.5%,1998-03-31 00:00:00,AVALIAR: Similaridade moderada (42.5%) com consumível 'ARMÁRIO P/FERRAMENTAS DC-1674...'. Possível reclassificação.
5.10 PIRACICABA,647280,ESTANTE ACO 6 PRAT 2000X925X457MM FRAMAR,AÇO PRATA Ø25X45mm,26.8%,1998-11-30 00:00:00,MANTER: Similaridade muito baixa (26.8%). Mantém como patrimônio.
5.12 SUMARÉ,507294,POLTRONA C/BRACOS FIXA ITALMA,POLTRONA FLUTUANTE PARA PISCINA,26.7%,1989-06-30 00:00:00,MANTER: Similaridade muito baixa (26.7%). Mantém como patrimônio.
5.12 SUMARÉ,508887,POLTRONA COM BRACOS ITALMA 513411,POLTRONA FLUTUANTE PARA PISCINA,25.7%,1993-09-30 00:00:00,MANTER: Similaridade muito baixa (25.7%). Mantém como patrimônio.
5.12 SUMARÉ,586568,POLTRONA COM BRACOS ITALMA MODELO:513411,PONTA MONTADA MODELO B-55,25.7%,1993-09-30 00:00:00,MANTER: Similaridade muito baixa (25.7%). Mantém como patrimônio.
5.12 SUMARÉ,586571,POLTRONA COM BRACOS ITALMA MODELO:513411,PONTA MONTADA MODELO B-55,25.7%,1993-09-30 00:00:00,MANTER: Similaridade muito baixa (25.7%). Mantém como patrimônio.
5.12 SUMARÉ,586572,POLTRONA COM BRACOS ITALMA MODELO:513411,PONTA MONTADA MODELO B-55,25.7%,1993-09-30 00:00:00,MANTER: Similaridade muito baixa (25.7%). Mantém como patrimônio.
5.12 SUMARÉ,586573,POLTRONA COM BRACOS ITALMA MODELO:513411,PONTA MONTADA MODELO B-55,25.7%,1993-09-30 00:00:00,MANTER: Similaridade muito baixa (25.7%). Mantém como patrimônio.
5.12 SUMARÉ,491524,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1988-06-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,491571,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1988-06-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,491585,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1988-06-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,491611,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1988-06-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,491661,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1988-06-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,491667,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1988-06-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,491675,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1988-06-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,491773,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1988-06-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,491798,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1988-06-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,505392,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-02-28 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,505616,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-03-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,510308,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-05-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,510316,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-05-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,515183,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,515188,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,515189,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,515193,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,515203,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,515205,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,515213,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,515216,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
5.12 SUMARÉ,515301,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1989-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
